Id,MSSubClass,MSZoning,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,GrLivArea,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,GarageType,GarageYrBlt,GarageFinish,GarageCars,SalePrice
249,60,RL,11317,CollgCr,7,5,2003,1668,840,828,1668,2,1,Attchd,2003.0,RFn,2,180000
250,50,RL,159000,ClearCr,6,7,1958,2144,1444,700,2144,2,0,Attchd,1958.0,Fin,2,277000
251,30,RL,5350,BrkSide,3,2,1940,1306,1306,0,1306,1,0,,,,0,76500
252,120,RM,4750,Crawfor,8,5,2006,1625,1625,0,1625,2,0,Attchd,2006.0,Fin,2,235000
253,60,RL,8366,SawyerW,6,5,2004,1640,798,842,1640,2,1,Attchd,2004.0,RFn,2,173000
254,80,RL,9350,NAmes,6,7,1964,1302,1302,0,1302,2,0,Attchd,1964.0,RFn,1,158000
255,20,RL,8400,NAmes,5,6,1957,1314,1314,0,1314,1,0,Attchd,1957.0,RFn,1,145000
256,60,RL,8738,Gilbert,7,5,1999,2291,1005,1286,2291,2,1,BuiltIn,1999.0,Fin,2,230000
257,60,FV,8791,Somerst,6,5,2003,1728,864,864,1728,2,1,Attchd,2003.0,RFn,2,207500
258,20,RL,8814,CollgCr,7,5,2006,1604,1604,0,1604,2,1,Attchd,2006.0,RFn,2,220000
259,60,RL,12435,CollgCr,7,5,2001,1792,963,829,1792,2,1,Attchd,2001.0,RFn,2,231500
260,20,RM,12702,OldTown,5,5,1956,882,882,0,882,1,0,Detchd,1956.0,Unf,1,97000
261,80,RL,19296,NAmes,6,5,1962,1382,1382,0,1382,1,0,Attchd,1991.0,Unf,2,176000
262,60,RL,9588,CollgCr,8,5,2007,2574,1482,1092,2574,2,1,BuiltIn,2007.0,Fin,3,276000
263,80,RL,8471,Sawyer,6,7,1977,1212,1212,0,1212,1,0,Attchd,1978.0,Unf,2,151000
264,50,RM,5500,OldTown,5,7,1929,1316,926,0,1316,1,0,Detchd,1974.0,Unf,2,130000
265,30,RM,5232,OldTown,5,5,1925,764,764,0,764,1,0,Detchd,1965.0,Unf,2,73000
266,20,RL,12090,NWAmes,6,6,1981,1422,1422,0,1422,2,0,Attchd,1981.0,Fin,2,175500
267,60,RL,11207,Gilbert,6,5,1997,1511,802,709,1511,2,1,Attchd,1997.0,Fin,2,185000
268,75,RL,8400,SWISU,5,8,1939,2192,1052,720,2192,2,1,Detchd,1939.0,Unf,1,179500
269,30,RM,6900,IDOTRR,5,6,1940,778,778,0,778,1,0,Detchd,1966.0,Fin,1,120500
270,20,RL,7917,Edwards,6,7,1976,1113,1113,0,1113,1,1,Attchd,1987.0,RFn,1,148000
271,60,FV,10728,Somerst,8,5,2006,1939,1095,844,1939,2,1,Attchd,2006.0,RFn,3,266000
272,20,RL,39104,ClearCr,7,7,1954,1363,1363,0,1363,1,0,Attchd,1954.0,Unf,2,241500
273,60,RL,11764,NoRidge,8,7,1999,2270,1164,1106,2270,2,1,Attchd,1999.0,Fin,3,290000
274,20,RL,9600,NAmes,6,6,1958,1632,1632,0,1632,2,0,Attchd,1958.0,RFn,1,139000
275,20,RL,8314,Mitchel,5,7,1982,816,816,0,816,1,0,Attchd,1982.0,Unf,1,124500
276,50,RL,7264,BrkSide,7,7,1925,1548,952,596,1548,2,1,Detchd,1978.0,Unf,2,205000
277,20,RL,9196,Mitchel,7,5,2003,1560,1560,0,1560,2,0,Attchd,2003.0,Fin,2,201000
278,20,RL,19138,Gilbert,4,5,1951,864,864,0,864,1,0,Detchd,1951.0,Unf,2,141000
279,20,RL,14450,NridgHt,9,5,2006,2121,2121,0,2121,2,1,Attchd,2007.0,Fin,3,415298
280,60,RL,10005,ClearCr,7,5,1977,2022,1156,866,2022,2,1,Attchd,1977.0,Fin,2,192000
281,60,RL,11287,SawyerW,7,6,1989,1982,1175,807,1982,2,1,Attchd,1989.0,Fin,2,228500
282,20,FV,7200,Somerst,6,5,2006,1262,1262,0,1262,2,0,Attchd,2006.0,Fin,2,185000
283,120,RL,5063,NridgHt,7,5,2007,1314,1314,0,1314,2,0,Attchd,2008.0,RFn,2,207500
284,20,RL,9612,Somerst,8,5,2008,1468,1468,0,1468,2,0,Attchd,2008.0,Fin,3,244600
285,120,RL,8012,SawyerW,6,5,1992,1575,1575,0,1575,2,0,Attchd,1992.0,RFn,2,179200
286,160,FV,4251,Somerst,7,5,2006,1250,625,625,1250,2,1,Detchd,2006.0,RFn,2,164700
287,50,RL,9786,NAmes,6,7,1962,1734,1085,649,1734,1,1,Attchd,1962.0,RFn,2,159000
288,20,RL,8125,NAmes,4,4,1971,858,858,0,858,1,0,,,,0,88000
289,20,RL,9819,Sawyer,5,5,1967,900,900,0,900,1,0,Detchd,1970.0,Unf,1,122000
290,70,RL,8730,BrkSide,6,7,1915,1396,698,698,1396,1,0,Detchd,2003.0,Unf,1,153575
291,60,RL,15611,CollgCr,8,5,2006,1919,1079,840,1919,2,1,Attchd,2006.0,RFn,2,233230
292,190,RL,5687,SWISU,5,6,1912,1716,936,780,1716,2,0,,,,0,135900
293,50,RL,11409,Edwards,5,4,1949,1716,1148,568,1716,1,1,Attchd,1949.0,Unf,1,131000
294,60,RL,16659,NWAmes,7,7,1977,2263,1468,795,2263,2,1,Attchd,1977.0,Fin,2,235000
295,20,RL,9600,NAmes,6,5,1953,1644,1644,0,1644,1,0,Attchd,1953.0,Fin,2,167000
296,80,RL,7937,Mitchel,6,6,1984,1003,1003,0,1003,1,0,Detchd,1984.0,Unf,2,142500
297,50,RM,13710,IDOTRR,5,5,1950,1558,910,648,1558,1,1,Attchd,1950.0,Unf,1,152000
298,60,FV,7399,Somerst,7,5,1997,1950,975,975,1950,2,1,Detchd,1997.0,RFn,2,239000
299,60,RL,11700,NWAmes,6,6,1968,1743,1041,702,1743,1,2,Attchd,1968.0,Unf,2,175000
300,20,RL,14000,Crawfor,6,8,1950,1152,1152,0,1152,1,0,Attchd,1950.0,Unf,1,158500
301,190,RL,15750,Crawfor,5,5,1953,1336,1336,0,1336,1,0,Attchd,1953.0,Unf,1,157000
302,60,RL,16226,CollgCr,8,5,1998,2452,1210,1242,2452,2,1,BuiltIn,1998.0,Fin,2,267000
303,20,RL,13704,CollgCr,7,5,2001,1541,1541,0,1541,2,0,Attchd,2001.0,RFn,3,205000
304,20,RL,9800,CollgCr,5,7,1972,894,894,0,894,1,0,Attchd,1975.0,Unf,2,149900
305,75,RM,18386,OldTown,7,9,1880,3493,1675,1818,3493,3,0,Attchd,2003.0,Unf,3,295000
306,20,RL,10386,CollgCr,8,5,2004,2000,2000,0,2000,2,0,Attchd,2004.0,Fin,3,305900
307,60,RL,13474,SawyerW,7,5,1990,2243,1122,1121,2243,2,1,Attchd,1990.0,RFn,3,225000
308,50,RM,7920,IDOTRR,6,7,1920,1406,1035,371,1406,1,0,,,,0,89500
309,30,RL,12342,Edwards,4,5,1940,861,861,0,861,1,0,Detchd,1961.0,Unf,2,82500
310,20,RL,12378,NridgHt,9,5,2003,1944,1944,0,1944,2,0,Attchd,2003.0,Fin,3,360000
311,60,RL,7685,Gilbert,6,5,1993,1501,697,804,1501,2,1,Attchd,1993.0,Fin,2,165600
312,20,RL,8000,NAmes,6,6,1948,972,972,0,972,1,0,Detchd,1948.0,Unf,1,132000
313,190,RM,7800,OldTown,5,7,1939,1118,793,325,1118,1,0,Detchd,1939.0,Unf,2,119900
314,20,RL,215245,Timber,7,5,1965,2036,2036,0,2036,2,0,Attchd,1965.0,RFn,2,375000
315,70,RM,9600,OldTown,7,7,1925,1641,832,809,1641,1,1,Detchd,1925.0,Unf,2,178000
316,60,RL,7795,Gilbert,7,5,2004,1432,716,716,1432,2,1,Attchd,2004.0,Fin,2,188500
317,60,RL,13005,NWAmes,7,7,1980,2353,1153,1200,2353,2,1,Attchd,1983.0,RFn,2,260000
318,60,FV,9000,Somerst,8,5,2006,1959,1088,871,1959,2,1,Attchd,2006.0,RFn,3,270000
319,60,RL,9900,NoRidge,7,5,1993,2646,1372,1274,2646,2,1,Attchd,1993.0,RFn,3,260000
320,80,RL,14115,NWAmes,7,5,1980,1472,1472,0,1472,2,0,Attchd,1980.0,Unf,2,187500
321,60,RL,16259,NridgHt,9,5,2006,2596,1249,1347,2596,3,1,Attchd,2006.0,RFn,3,342643
322,60,RL,12099,NridgHt,8,5,2004,2468,1136,1332,2468,2,1,BuiltIn,2004.0,Fin,3,354000
323,60,RL,10380,SawyerW,7,5,1986,2730,1553,1177,2730,2,1,Attchd,1987.0,Fin,2,301000
324,20,RM,5820,OldTown,3,8,1955,1163,1163,0,1163,1,0,Attchd,1955.0,Unf,1,126175
325,80,RL,11275,NAmes,7,7,1967,2978,1898,1080,2978,2,1,BuiltIn,1961.0,Fin,2,242000
326,45,RM,5000,IDOTRR,5,6,1941,803,803,0,803,1,0,Detchd,1941.0,Unf,2,87000
327,120,RL,10846,Veenker,8,5,1993,1719,1719,0,1719,1,1,Attchd,1993.0,Fin,2,324000
328,20,RL,11600,NAmes,6,5,1960,1383,1383,0,1383,1,1,Attchd,1960.0,RFn,1,145250
329,75,RL,11888,BrkSide,6,6,1916,2134,1445,689,2134,2,0,Detchd,1930.0,Unf,2,214500
330,70,RM,6402,IDOTRR,5,5,1920,1192,596,596,1192,1,0,Detchd,1920.0,Unf,1,78000
331,90,RL,10624,NAmes,5,4,1964,1728,1728,0,1728,2,0,Detchd,2002.0,Unf,1,119000
332,20,RL,8176,NAmes,5,6,1958,1056,1056,0,1056,1,0,Attchd,1958.0,RFn,1,139000
333,20,RL,10655,NridgHt,8,5,2003,1629,1629,0,1629,2,0,Attchd,2003.0,RFn,3,284000
334,120,RM,8198,NridgHt,7,5,2004,1358,1358,0,1358,2,0,Attchd,2004.0,RFn,2,207000
335,60,RL,9042,Gilbert,6,5,1998,1638,943,695,1638,2,1,Attchd,1998.0,Fin,2,192000
336,190,RL,164660,Timber,5,6,1965,1786,1619,167,1786,2,0,Attchd,1965.0,Fin,2,228950
337,20,RL,14157,StoneBr,9,5,2005,1922,1922,0,1922,2,0,Attchd,2005.0,Fin,3,377426
338,20,RL,9135,CollgCr,7,5,2002,1536,1536,0,1536,2,0,Attchd,2002.0,RFn,2,214000
339,20,RL,14145,NWAmes,7,7,1984,1621,1621,0,1621,2,0,Attchd,1984.0,RFn,2,202500
340,20,RL,12400,NAmes,6,7,1958,1215,1215,0,1215,1,0,Attchd,1958.0,Unf,1,155000
341,60,RL,14191,Timber,8,5,2002,1908,993,915,1908,2,1,Attchd,2002.0,Fin,2,202900
342,20,RH,8400,SawyerW,4,4,1950,841,841,0,841,1,0,CarPort,1950.0,Unf,1,82000
343,90,RL,8544,NAmes,3,4,1949,1040,1040,0,1040,2,0,Detchd,1949.0,Unf,2,87500
344,120,RL,8849,NridgHt,9,5,2005,1684,1684,0,1684,2,0,Attchd,2005.0,RFn,2,266000
345,160,RM,2592,MeadowV,5,3,1976,1112,536,576,1112,1,1,Attchd,1976.0,Unf,1,85000
346,50,RL,6435,BrkSide,6,5,1939,1577,972,605,1577,1,0,Detchd,1939.0,Unf,1,140200
347,20,RL,12772,NAmes,6,8,1960,958,958,0,958,1,0,Attchd,1960.0,RFn,1,151500
348,20,RL,17600,NAmes,6,5,1960,1478,1478,0,1478,2,0,Attchd,1960.0,Unf,2,157500
349,160,RL,2448,NridgHt,7,5,2003,1626,764,862,1626,2,1,BuiltIn,2003.0,RFn,2,154000
350,60,RL,20431,NridgHt,9,5,2005,2728,1848,880,2728,2,1,Attchd,2006.0,Fin,3,437154
351,120,RL,7820,NridgHt,9,5,2007,1869,1869,0,1869,2,0,Attchd,2007.0,RFn,2,318061
352,120,RL,5271,ClearCr,7,5,1986,1453,1453,0,1453,1,1,Attchd,1986.0,RFn,2,190000
353,50,RL,9084,Edwards,5,6,1941,1111,616,495,1111,1,0,Detchd,1941.0,Unf,1,95000
354,30,RM,8520,OldTown,6,8,1928,720,720,0,720,1,0,Detchd,2005.0,Unf,2,105900
355,50,RL,8400,SWISU,6,5,1940,1595,1192,403,1595,1,0,Attchd,1940.0,Unf,1,140000
356,20,RL,11249,CollgCr,6,5,1995,1200,1200,0,1200,2,0,Attchd,1995.0,RFn,2,177500
357,20,RL,9248,Gilbert,6,6,1992,1167,1167,0,1167,2,0,Attchd,1992.0,RFn,2,173000
358,120,RM,4224,MeadowV,5,5,1976,1142,1142,0,1142,1,1,Attchd,1976.0,Fin,2,134000
359,80,RL,6930,ClearCr,5,4,1958,1352,1352,0,1352,1,0,BuiltIn,1958.0,Unf,1,130000
360,60,RL,12011,NoRidge,8,5,1998,1924,1086,838,1924,2,1,Attchd,1998.0,RFn,2,280000
361,85,RL,7540,Mitchel,6,6,1978,912,912,0,912,1,0,Attchd,1978.0,RFn,2,156000
362,50,RL,9144,BrkSide,5,5,1940,1505,988,517,1505,1,0,Detchd,1940.0,Unf,1,145000
363,85,RL,7301,Edwards,7,5,2003,1922,495,1427,1922,3,0,BuiltIn,2003.0,RFn,2,198500
364,160,RM,1680,BrDale,6,8,1972,987,483,504,987,1,1,Detchd,1972.0,Unf,1,118000
365,60,RL,18800,NWAmes,6,5,1976,1574,790,784,1574,2,1,Attchd,1976.0,Fin,2,190000
366,70,RM,10690,IDOTRR,5,7,1920,1344,672,672,1344,1,0,Detchd,1964.0,Unf,1,147000
367,20,RL,9500,NAmes,6,5,1963,1394,1394,0,1394,1,1,Attchd,1963.0,RFn,2,159000
368,80,RL,9150,NAmes,6,5,1962,1431,1431,0,1431,1,0,Basment,1962.0,RFn,1,165000
369,20,RL,7800,NAmes,5,6,1954,1268,1268,0,1268,1,0,Attchd,1954.0,Fin,1,132000
370,20,RL,9830,NAmes,5,7,1959,1287,1287,0,1287,1,0,Detchd,1997.0,Fin,2,162000
371,60,RL,8121,Gilbert,6,5,2000,1664,953,711,1664,2,1,Attchd,2000.0,RFn,2,172400
372,50,RL,17120,ClearCr,4,4,1959,1588,1120,468,1588,2,0,Detchd,1991.0,Fin,2,134432
373,120,RL,7175,SawyerW,6,5,1984,752,752,0,752,1,0,Attchd,1984.0,Unf,1,125000
374,20,RL,10634,NAmes,5,6,1953,1319,1319,0,1319,1,0,Attchd,1953.0,Unf,1,123000
375,60,RL,8200,CollgCr,7,5,2003,1928,847,1081,1928,2,1,BuiltIn,2003.0,Fin,2,219500
376,30,RL,10020,Edwards,1,1,1922,904,904,0,904,0,1,,,,0,61000
377,85,RL,8846,CollgCr,5,5,1996,914,914,0,914,1,0,Detchd,1998.0,Unf,2,148000
378,60,FV,11143,Somerst,8,5,2004,2466,1580,886,2466,3,0,Attchd,2004.0,RFn,2,340000
379,20,RL,11394,StoneBr,9,2,2010,1856,1856,0,1856,1,1,Attchd,2010.0,Fin,3,394432
380,60,RL,8123,Gilbert,6,5,2000,1800,1007,793,1800,2,1,Attchd,2000.0,Fin,2,179000
381,50,RL,5000,SWISU,5,6,1924,1691,1026,665,1691,2,0,Detchd,1924.0,Unf,1,127000
382,20,FV,7200,Somerst,7,5,2006,1301,1301,0,1301,2,0,Attchd,2006.0,RFn,2,187750
383,60,RL,9245,CollgCr,7,5,2006,1797,939,858,1797,2,1,Attchd,2006.0,RFn,2,213500
384,45,RH,9000,SawyerW,6,3,1928,784,784,0,784,1,0,Detchd,1950.0,Unf,2,76000
385,60,RL,53107,ClearCr,6,5,1992,1953,1079,874,1953,2,1,Attchd,1992.0,Fin,2,240000
386,120,RL,3182,Blmngtn,8,5,2004,1269,1269,0,1269,2,0,Attchd,2004.0,Fin,2,192000
387,50,RL,8410,Edwards,5,3,1910,1184,658,526,1184,1,0,,,,0,81000
388,80,RL,7200,Edwards,6,6,1976,1125,1125,0,1125,1,0,Detchd,1977.0,Unf,1,125000
389,20,RL,9382,CollgCr,7,5,1999,1479,1479,0,1479,2,0,Attchd,1999.0,RFn,2,191000
390,60,RL,12474,NridgHt,10,5,2007,2332,1742,590,2332,2,1,BuiltIn,2008.0,Fin,3,426000
391,50,RL,8405,Edwards,5,8,1900,1367,961,406,1367,1,0,Detchd,1978.0,Unf,1,119000
392,60,RL,12209,Mitchel,6,5,2001,1961,804,1157,1961,2,1,BuiltIn,2001.0,Fin,2,215000
393,20,RL,8339,NAmes,5,7,1959,882,882,0,882,1,0,Attchd,1959.0,RFn,1,106500
394,30,RL,7446,BrkSide,4,5,1941,788,788,0,788,1,0,,,,0,100000
395,50,RL,10134,OldTown,5,6,1940,1034,735,299,1034,1,0,Detchd,1940.0,Unf,1,109000
396,20,RL,9571,Edwards,5,6,1956,1144,1144,0,1144,1,0,Attchd,1956.0,Unf,1,129000
397,20,RL,7200,CollgCr,5,5,1972,894,894,0,894,1,0,Detchd,1985.0,RFn,2,123000
398,60,RL,7590,NAmes,5,5,1962,1812,876,936,1812,2,0,Attchd,1962.0,RFn,1,169500
399,30,RM,8967,IDOTRR,5,2,1920,1077,1077,0,1077,1,0,Detchd,1920.0,Unf,1,67000
400,60,FV,8125,Somerst,7,5,2006,1550,1112,438,1550,2,0,Attchd,2007.0,Fin,2,241000
401,120,RL,14963,Veenker,8,5,1996,1288,1288,0,1288,1,1,Attchd,1996.0,Fin,2,245500
402,20,RL,8767,CollgCr,7,5,2005,1310,1310,0,1310,2,0,Attchd,2005.0,Fin,2,164990
403,30,RL,10200,Sawyer,5,8,1940,672,672,0,672,1,0,Detchd,1940.0,Unf,1,108000
404,60,RL,12090,NoRidge,8,5,1998,2263,1165,1098,2263,2,1,BuiltIn,1998.0,Fin,2,258000
405,60,RL,10364,Gilbert,6,5,1995,1572,806,766,1572,2,1,BuiltIn,1995.0,Fin,2,168000
406,20,RL,9991,Sawyer,4,4,1976,1620,1620,0,1620,2,0,Attchd,1993.0,Unf,2,150000
407,50,RL,10480,SWISU,6,5,1936,1639,1166,0,1639,1,0,Detchd,1936.0,Unf,1,115000
408,70,RL,15576,Crawfor,6,7,1915,1680,840,840,1680,2,0,Attchd,1960.0,Unf,1,177000
409,60,RL,14154,NridgHt,7,5,2006,2172,1071,1101,2172,2,1,Attchd,2006.0,RFn,3,280000
410,60,FV,10800,Somerst,8,5,2007,2078,1050,1028,2078,2,1,Attchd,2008.0,Fin,3,339750
411,20,RL,9571,Edwards,5,3,1958,1276,1276,0,1276,1,0,Attchd,1958.0,Unf,1,60000
412,190,RL,34650,Gilbert,5,5,1955,1056,1056,0,1056,1,0,Attchd,1955.0,Fin,2,145000
413,20,FV,4403,Somerst,7,5,2009,1478,1478,0,1478,2,1,Attchd,2009.0,Fin,2,222000
414,30,RM,8960,OldTown,5,6,1927,1028,1028,0,1028,1,0,Detchd,1927.0,Unf,2,115000
415,60,RL,11228,SawyerW,7,5,1993,2097,1080,1017,2097,2,1,Attchd,1993.0,Unf,3,228000
416,20,RL,8899,Gilbert,7,5,2007,1340,1340,0,1340,2,0,Attchd,2007.0,Fin,2,181134
417,60,RL,7844,Sawyer,6,7,1978,1400,672,728,1400,1,1,Attchd,1978.0,Fin,2,149500
418,70,RL,22420,Crawfor,6,6,1918,2624,1370,1254,2624,2,1,Detchd,1918.0,Unf,3,239000
419,50,RL,8160,Edwards,5,6,1940,1134,756,378,1134,1,1,Detchd,1940.0,Unf,1,126000
420,20,RL,8450,NAmes,5,6,1968,1056,1056,0,1056,1,0,Attchd,1968.0,Unf,1,142000
421,90,RM,7060,Mitchel,7,5,1997,1344,1344,0,1344,2,0,Attchd,1997.0,Fin,4,206300
422,20,RL,16635,NWAmes,6,7,1977,1602,1602,0,1602,2,0,Attchd,1977.0,Fin,2,215000
423,20,RL,21750,Mitchel,5,5,1954,988,988,0,988,1,0,Attchd,1954.0,RFn,2,113000
424,60,RL,9200,NoRidge,8,5,1998,2630,1470,1160,2630,2,1,Attchd,1998.0,Fin,3,315000
425,20,RL,9000,NAmes,6,5,1956,1196,1196,0,1196,1,0,Attchd,1956.0,RFn,1,139000
426,60,RM,3378,OldTown,7,8,1946,1389,707,682,1389,1,1,Detchd,1947.0,Unf,1,135000
427,80,RL,12800,SawyerW,7,5,1989,1644,1644,0,1644,2,0,Attchd,1989.0,Fin,2,275000
428,20,RL,8593,NAmes,4,6,1957,907,907,0,907,1,0,Detchd,1964.0,Unf,1,109008
429,20,RL,6762,CollgCr,7,5,2007,1208,1208,0,1208,2,0,Attchd,2007.0,RFn,2,195400
430,20,RL,11457,Timber,6,5,1988,1412,1412,0,1412,2,0,Attchd,1988.0,Unf,2,175000
431,160,RM,1680,BrDale,6,5,1971,987,483,504,987,1,1,Detchd,1971.0,Unf,1,85400
432,50,RM,5586,OldTown,6,7,1920,1198,1088,110,1198,1,0,,,,0,79900
433,160,RM,1920,BrDale,5,5,1971,1365,765,600,1365,1,1,Detchd,1971.0,Unf,2,122500
434,60,RL,10839,Gilbert,6,5,1997,1604,926,678,1604,2,1,Attchd,1997.0,Fin,2,181000
435,180,RM,1890,MeadowV,4,7,1972,630,630,0,630,1,0,,,,0,81000
436,60,RL,10667,CollgCr,7,6,1996,1661,827,834,1661,2,1,Attchd,1996.0,RFn,2,212000
437,50,RM,4400,OldTown,6,8,1920,1118,734,384,1118,1,0,Detchd,1990.0,Unf,2,116000
438,45,RM,6000,BrkSide,6,7,1926,904,904,0,904,1,0,Detchd,1926.0,Unf,1,119000
439,30,RL,4280,Crawfor,5,6,1913,694,694,0,694,1,0,Detchd,1990.0,Unf,1,90350
440,50,RL,12354,Edwards,6,8,1920,1196,684,512,1196,1,0,Detchd,2005.0,Unf,2,110000
441,20,RL,15431,NridgHt,10,5,2008,2402,2402,0,2402,2,0,Attchd,2008.0,Fin,3,555000
442,90,RL,12108,Edwards,4,4,1955,1440,1440,0,1440,2,0,,,,0,118000
443,50,RM,6240,BrkSide,5,7,1930,1573,1128,445,1573,2,0,Detchd,1930.0,Unf,2,162900
444,120,RL,3922,Blmngtn,7,5,2006,1258,1258,0,1258,2,0,Attchd,2007.0,Fin,3,172500
445,60,RL,8750,CollgCr,7,5,1994,1908,933,975,1908,2,1,Attchd,1994.0,Unf,2,210000
446,20,RL,9855,Edwards,6,5,1956,1689,1689,0,1689,1,0,Attchd,1956.0,Unf,2,127500
447,20,RL,16492,NAmes,6,6,1966,1888,1888,0,1888,2,1,Attchd,1966.0,Fin,2,190000
448,60,RL,11214,Gilbert,7,5,1998,1886,956,930,1886,2,1,Attchd,1998.0,Fin,2,199900
449,50,RM,8600,IDOTRR,6,6,1937,1376,780,596,1376,2,0,Detchd,1937.0,Unf,1,119500
450,50,RM,6000,OldTown,3,7,1948,1183,679,504,1183,1,1,Detchd,1981.0,Unf,1,120000
451,30,RM,5684,OldTown,6,8,1930,813,813,0,813,1,0,Detchd,1932.0,Unf,1,110000
452,20,RL,70761,ClearCr,7,5,1975,1533,1533,0,1533,2,0,Attchd,1975.0,Unf,2,280000
453,60,RL,9303,Timber,6,5,1996,1756,888,868,1756,2,1,Attchd,1996.0,Fin,2,204000
454,60,FV,9000,Somerst,8,5,2008,1590,786,804,1590,2,1,Attchd,2008.0,RFn,2,210000
455,90,RL,9297,Mitchel,5,5,1976,1728,1728,0,1728,2,0,Detchd,1976.0,Unf,2,188000
456,20,RL,9600,NWAmes,7,6,1973,1242,1242,0,1242,1,1,Attchd,1973.0,Unf,2,175500
457,70,RM,4571,OldTown,5,5,1916,1344,624,720,1344,1,0,Detchd,1916.0,Unf,3,98000
458,20,RL,53227,ClearCr,4,6,1954,1663,1663,0,1663,1,0,Attchd,1954.0,Fin,2,256000
459,70,RM,5100,OldTown,8,7,1925,1666,833,833,1666,1,0,Detchd,1925.0,Unf,1,161000
460,50,RL,7015,BrkSide,5,4,1950,1203,979,224,1203,1,0,Detchd,1950.0,Unf,1,110000
461,60,FV,8004,Somerst,8,5,2009,1935,832,1103,1935,2,1,BuiltIn,2009.0,Fin,2,263435
462,70,RL,7200,SWISU,7,9,1936,1135,575,560,1135,1,0,Detchd,1971.0,RFn,2,155000
463,20,RL,8281,Sawyer,5,5,1965,864,864,0,864,1,0,Detchd,1965.0,Unf,1,62383
464,70,RL,11988,Crawfor,6,7,1934,1660,849,811,1660,1,1,Detchd,1939.0,Unf,1,188700
465,20,RL,8430,CollgCr,5,5,1978,1040,1040,0,1040,2,0,,,,0,124000
466,120,RM,3072,Blmngtn,7,5,2004,1414,1414,0,1414,2,0,Attchd,2004.0,Fin,2,178740
467,20,RL,10628,NAmes,7,5,1970,1277,1277,0,1277,1,0,Attchd,1970.0,Unf,2,167000
468,70,RL,9480,NAmes,5,7,1942,1644,888,756,1644,1,1,Attchd,1942.0,Unf,1,146500
469,20,RL,11428,NridgHt,8,5,2006,1634,1634,0,1634,2,0,Attchd,2006.0,RFn,3,250000
470,60,RL,9291,SawyerW,6,5,1993,1710,832,878,1710,2,1,Attchd,1993.0,RFn,2,187000
471,120,RL,6820,StoneBr,8,5,1985,1502,1502,0,1502,1,1,Attchd,1985.0,RFn,2,212000
472,60,RL,11952,NWAmes,7,6,1977,1969,1161,808,1969,2,1,Attchd,1977.0,RFn,2,190000
473,180,RM,3675,Edwards,6,5,2005,1072,1072,0,1072,1,0,Basment,2005.0,RFn,2,148000
474,20,RL,14977,NridgHt,8,5,2006,1976,1976,0,1976,2,0,Attchd,2006.0,RFn,3,440000
475,120,RL,5330,StoneBr,8,5,2000,1652,1652,0,1652,2,0,Attchd,2000.0,RFn,2,251000
476,20,RL,8480,Sawyer,5,6,1963,970,970,0,970,1,0,Detchd,1996.0,Unf,2,132500
477,20,RL,13125,CollgCr,6,5,1997,1493,1493,0,1493,2,0,Attchd,1997.0,Fin,2,208900
478,60,RL,13693,NridgHt,9,5,2006,2643,2069,574,2643,2,1,BuiltIn,2006.0,Fin,3,380000
479,20,RL,10637,CollgCr,8,5,2007,1718,1718,0,1718,2,0,Attchd,2007.0,RFn,3,297000
480,30,RM,5925,OldTown,4,7,1937,1131,1131,0,1131,1,0,Detchd,1995.0,Unf,2,89471
481,20,RL,16033,NridgHt,9,5,2004,1850,1850,0,1850,2,0,Attchd,2004.0,Fin,3,326000
482,20,RL,11846,NridgHt,9,5,2003,1792,1792,0,1792,2,0,Attchd,2003.0,Fin,3,374000
483,70,RM,2500,OldTown,7,8,1915,1826,916,910,1826,1,1,Attchd,1915.0,Unf,1,155000
484,120,RM,4500,Mitchel,6,5,1998,1216,1216,0,1216,2,0,Attchd,1998.0,Unf,2,164000
485,20,RL,7758,Sawyer,5,7,1962,999,999,0,999,1,0,Detchd,1963.0,Unf,1,132500
486,20,RL,9600,NAmes,5,7,1950,1113,1113,0,1113,1,0,Attchd,1950.0,Unf,1,147000
487,20,RL,10289,NAmes,5,7,1965,1073,1073,0,1073,1,1,Attchd,1965.0,RFn,2,156000
488,20,RL,12243,NWAmes,5,6,1971,1484,1484,0,1484,2,0,Attchd,1971.0,Unf,2,175000
489,190,RL,10800,OldTown,5,4,1900,2414,1766,648,2414,2,0,Attchd,1970.0,Unf,2,160000
490,180,RM,1526,MeadowV,4,8,1970,630,630,0,630,1,0,Attchd,1970.0,Unf,1,86000
491,160,RM,2665,MeadowV,5,6,1976,1304,616,688,1304,1,1,BuiltIn,1976.0,Fin,1,115000
492,50,RL,9490,NAmes,6,7,1941,1578,958,620,1578,1,0,Attchd,1941.0,Unf,1,133000
493,60,RL,15578,Gilbert,6,5,2006,1456,728,728,1456,2,1,Attchd,2006.0,RFn,2,172785
494,20,RL,7931,NAmes,5,6,1960,1269,1269,0,1269,1,1,Detchd,1964.0,Unf,1,155000
495,30,RM,5784,OldTown,5,8,1938,886,886,0,886,1,0,Attchd,1938.0,Unf,1,91300
496,30,C (all),7879,IDOTRR,4,5,1920,720,720,0,720,1,0,,,,0,34900
497,20,RL,12692,NoRidge,8,5,1992,3228,3228,0,3228,3,0,Attchd,1992.0,RFn,2,430000
